epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,1264.3726806640625,,,,,
0,99,,1082.9073486328125,,,,,
0,149,,1082.8828125,,,,,
0,199,,1093.3480224609375,,,,,
0,249,,1036.75390625,,,,,
0,299,,948.511962890625,,,,,
0,349,,649.5440063476562,,,,,
0,399,,597.358154296875,,,,,
0,449,,478.199951171875,,,,,
0,499,,597.4744873046875,,,,,
0,549,,518.3524780273438,,,,,
0,599,,461.4269104003906,,,,,
0,649,,504.2267150878906,,,,,
0,677,,,830.260009765625,651542976.0,1093.841552734375,0.04837543144822121,520.857421875
0,677,809.6282348632812,,,,,,
1,699,,481.4626159667969,,,,,
1,749,,552.2931518554688,,,,,
1,799,,465.1926574707031,,,,,
1,849,,461.1287536621094,,,,,
1,899,,490.9051513671875,,,,,
1,949,,540.936279296875,,,,,
1,999,,516.409912109375,,,,,
1,1049,,480.3703308105469,,,,,
1,1099,,627.2646484375,,,,,
1,1149,,461.9161071777344,,,,,
1,1199,,457.6089782714844,,,,,
1,1249,,438.7080078125,,,,,
1,1299,,456.2854309082031,,,,,
1,1349,,427.2639465332031,,,,,
1,1355,,,788.7273559570312,672246656.0,1044.1029052734375,0.04583490639925003,499.13116455078125
1,1355,475.939697265625,,,,,,
2,1399,,389.156494140625,,,,,
2,1449,,445.6148376464844,,,,,
2,1499,,433.8766174316406,,,,,
2,1549,,423.2763366699219,,,,,
2,1599,,431.4185791015625,,,,,
2,1649,,408.2626953125,,,,,
2,1699,,340.1218566894531,,,,,
2,1749,,395.1165466308594,,,,,
2,1799,,399.5511169433594,,,,,
2,1849,,402.3056945800781,,,,,
2,1899,,435.0419921875,,,,,
2,1949,,425.4384460449219,,,,,
2,1999,,438.8332214355469,,,,,
2,2033,,,699.0796508789062,670483008.0,945.7469482421875,0.04021715372800827,451.7129821777344
2,2033,417.95050048828125,,,,,,
3,2049,,409.7239685058594,,,,,
3,2099,,400.3148193359375,,,,,
3,2149,,395.9967041015625,,,,,
3,2199,,407.2694091796875,,,,,
3,2249,,396.63671875,,,,,
3,2299,,372.4563903808594,,,,,
3,2349,,348.6965026855469,,,,,
3,2399,,386.9022216796875,,,,,
3,2449,,366.8216857910156,,,,,
3,2499,,392.9890441894531,,,,,
3,2549,,407.9165344238281,,,,,
3,2599,,358.1767272949219,,,,,
3,2649,,378.9647521972656,,,,,
