epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
3,2699,,413.6483154296875,,,,,
3,2711,,,666.6880493164062,675673984.0,895.7280883789062,0.0386340357363224,423.598876953125
3,2711,381.79754638671875,,,,,,
4,2749,,365.3765563964844,,,,,
4,2799,,343.6761169433594,,,,,
4,2849,,394.8543395996094,,,,,
4,2899,,378.0018005371094,,,,,
4,2949,,353.1390380859375,,,,,
4,2999,,349.635986328125,,,,,
4,3049,,394.6778259277344,,,,,
4,3099,,352.4330139160156,,,,,
4,3149,,349.3858947753906,,,,,
4,3199,,382.4268798828125,,,,,
4,3249,,324.4578857421875,,,,,
4,3299,,330.6771240234375,,,,,
4,3349,,333.9729919433594,,,,,
4,3389,,,675.5442504882812,664517312.0,902.306396484375,0.03890589252114296,429.67291259765625
4,3389,361.61102294921875,,,,,,
5,3399,,324.1212158203125,,,,,
5,3449,,371.1358947753906,,,,,
5,3499,,328.8500061035156,,,,,
5,3549,,354.0484924316406,,,,,
5,3599,,351.9828186035156,,,,,
5,3649,,309.08331298828125,,,,,
5,3699,,386.212890625,,,,,
5,3749,,356.0819396972656,,,,,
5,3799,,303.804931640625,,,,,
5,3849,,372.4254455566406,,,,,
5,3899,,370.1686096191406,,,,,
5,3949,,360.8125915527344,,,,,
5,3999,,323.4327697753906,,,,,
5,4049,,296.1235656738281,,,,,
5,4067,,,643.5390625,672161920.0,880.1588745117188,0.03711540624499321,417.4715270996094
5,4067,343.5560302734375,,,,,,
6,4099,,326.8717956542969,,,,,
6,4149,,333.5247497558594,,,,,
6,4199,,319.0572509765625,,,,,
6,4249,,338.3299255371094,,,,,
6,4299,,330.5306396484375,,,,,
6,4349,,326.7493591308594,,,,,
6,4399,,329.6522521972656,,,,,
6,4449,,371.47998046875,,,,,
6,4499,,293.7313537597656,,,,,
6,4549,,297.2538757324219,,,,,
6,4599,,367.08349609375,,,,,
6,4649,,337.493896484375,,,,,
6,4699,,302.31719970703125,,,,,
6,4745,,,697.8089599609375,669087744.0,935.4629516601562,0.04012864828109741,455.0370178222656
6,4745,329.6396484375,,,,,,
7,4749,,318.9915466308594,,,,,
7,4799,,300.8088684082031,,,,,
7,4849,,331.6246032714844,,,,,
7,4899,,333.5810241699219,,,,,
7,4949,,344.1297302246094,,,,,
7,4999,,305.635009765625,,,,,
7,5049,,357.0782165527344,,,,,
7,5099,,358.4330749511719,,,,,
7,5149,,308.36285400390625,,,,,
7,5199,,303.7135009765625,,,,,
7,5249,,297.5259704589844,,,,,
7,5299,,293.1103515625,,,,,
7,5349,,300.1397399902344,,,,,
7,5399,,288.3768310546875,,,,,
7,5423,,,638.67138671875,665431936.0,867.3638305664062,0.03691086918115616,413.3974914550781
7,5423,316.5321960449219,,,,,,
8,5449,,297.5567626953125,,,,,
8,5499,,338.2781982421875,,,,,
8,5549,,291.2680969238281,,,,,
8,5599,,305.6286926269531,,,,,
8,5649,,305.7032470703125,,,,,
8,5699,,352.2991027832031,,,,,
8,5749,,295.23486328125,,,,,
8,5799,,315.1755676269531,,,,,
8,5849,,316.4381103515625,,,,,
8,5899,,303.4835510253906,,,,,
8,5949,,288.5710754394531,,,,,
8,5999,,285.7471008300781,,,,,
8,6049,,302.7510070800781,,,,,
8,6099,,296.6773376464844,,,,,
8,6101,,,617.1284790039062,666544896.0,854.8492431640625,0.0353972464799881,405.23101806640625
8,6101,304.99493408203125,,,,,,
9,6149,,304.2915954589844,,,,,
9,6199,,281.4739074707031,,,,,
9,6249,,318.39349365234375,,,,,
9,6299,,266.8277282714844,,,,,
9,6349,,278.4565124511719,,,,,
9,6399,,314.2806701660156,,,,,
9,6449,,286.3109130859375,,,,,
9,6499,,273.0171813964844,,,,,
9,6549,,240.76683044433594,,,,,
9,6599,,260.6876525878906,,,,,
9,6649,,289.4818420410156,,,,,
9,6699,,260.49774169921875,,,,,
9,6749,,284.5938720703125,,,,,
9,6779,,,628.4219970703125,667349568.0,864.98388671875,0.036090850830078125,418.7615051269531
9,6779,293.4707336425781,,,,,,
10,6799,,271.8368835449219,,,,,
10,6849,,285.9626770019531,,,,,
10,6899,,291.0404968261719,,,,,
10,6949,,311.5792541503906,,,,,
10,6999,,274.2835693359375,,,,,
10,7049,,302.033203125,,,,,
10,7099,,290.7500915527344,,,,,
10,7149,,291.6125183105469,,,,,
10,7199,,259.5420227050781,,,,,
10,7249,,267.0202331542969,,,,,
10,7299,,286.5312194824219,,,,,
10,7349,,274.2043151855469,,,,,
10,7399,,281.46734619140625,,,,,
10,7449,,310.7532653808594,,,,,
10,7457,,,656.1661987304688,679475520.0,901.0284423828125,0.03769838809967041,425.3201904296875
10,7457,281.8946838378906,,,,,,
11,7499,,272.6794738769531,,,,,
11,7549,,271.9442443847656,,,,,
11,7599,,278.1322326660156,,,,,
11,7649,,245.94671630859375,,,,,
11,7699,,280.9912109375,,,,,
11,7749,,300.6873779296875,,,,,
11,7799,,261.6710510253906,,,,,
11,7849,,316.39990234375,,,,,
11,7899,,253.95787048339844,,,,,
11,7949,,254.64990234375,,,,,
11,7999,,252.1713409423828,,,,,
11,8049,,250.61236572265625,,,,,
11,8099,,234.4517364501953,,,,,
11,8135,,,657.0698852539062,665954560.0,894.8760986328125,0.03790872171521187,436.6543273925781
11,8135,270.34332275390625,,,,,,
12,8149,,243.7114715576172,,,,,
12,8199,,297.3118896484375,,,,,
12,8249,,273.6639099121094,,,,,
12,8299,,226.1251678466797,,,,,
12,8349,,249.18650817871094,,,,,
12,8399,,269.06097412109375,,,,,
12,8449,,213.93475341796875,,,,,
12,8499,,271.1723937988281,,,,,
12,8549,,268.63458251953125,,,,,
12,8599,,267.0094299316406,,,,,
12,8649,,287.8249816894531,,,,,
12,8699,,245.5352020263672,,,,,
12,8749,,252.6436767578125,,,,,
12,8799,,265.6736755371094,,,,,
12,8813,,,654.5756225585938,665784896.0,902.3090209960938,0.037408698350191116,432.3365478515625
12,8813,264.0625305175781,,,,,,
13,8849,,229.011474609375,,,,,
13,8899,,247.48583984375,,,,,
13,8949,,243.4752960205078,,,,,
13,8999,,234.1858367919922,,,,,
13,9049,,220.27978515625,,,,,
13,9099,,243.02294921875,,,,,
13,9149,,220.8119659423828,,,,,
13,9199,,203.46551513671875,,,,,
13,9249,,208.7179412841797,,,,,
13,9299,,270.82012939453125,,,,,
13,9349,,232.7163543701172,,,,,
13,9399,,220.95941162109375,,,,,
13,9449,,247.57362365722656,,,,,
13,9491,,,693.0238647460938,669523456.0,943.3242797851562,0.03953162953257561,487.7706298828125
13,9491,232.21942138671875,,,,,,
14,9499,,226.1249542236328,,,,,
14,9549,,231.8514862060547,,,,,
14,9599,,237.0095977783203,,,,,
14,9649,,234.0956573486328,,,,,
14,9699,,230.1919403076172,,,,,
14,9749,,199.25059509277344,,,,,
14,9799,,212.4824981689453,,,,,
14,9849,,220.7643585205078,,,,,
14,9899,,214.62330627441406,,,,,
14,9949,,210.1219024658203,,,,,
14,9999,,220.51153564453125,,,,,
14,10049,,217.8689422607422,,,,,
14,10099,,226.23583984375,,,,,
14,10149,,230.0909881591797,,,,,
14,10169,,,668.562744140625,667772032.0,922.7680053710938,0.038264889270067215,461.17022705078125
14,10169,224.025390625,,,,,,
15,10199,,219.8735809326172,,,,,
15,10249,,221.9574432373047,,,,,
15,10299,,231.998046875,,,,,
15,10349,,227.48435974121094,,,,,
15,10399,,223.26123046875,,,,,
15,10449,,214.8309326171875,,,,,
15,10499,,206.2616729736328,,,,,
15,10549,,217.0657958984375,,,,,
15,10599,,240.23309326171875,,,,,
15,10649,,250.3018035888672,,,,,
15,10699,,212.35313415527344,,,,,
15,10749,,200.3697967529297,,,,,
15,10799,,197.8602752685547,,,,,
15,10847,,,681.6304931640625,668392640.0,930.1015014648438,0.03898686170578003,483.8556823730469
15,10847,217.5780029296875,,,,,,
16,10849,,236.4774627685547,,,,,
16,10899,,206.6172332763672,,,,,
16,10949,,215.04913330078125,,,,,
16,10999,,207.1078643798828,,,,,
16,11049,,212.53172302246094,,,,,
16,11099,,211.7751922607422,,,,,
16,11149,,204.222412109375,,,,,
16,11199,,233.7120361328125,,,,,
16,11249,,220.81524658203125,,,,,
16,11299,,213.43284606933594,,,,,
16,11349,,217.6723175048828,,,,,
16,11399,,215.92530822753906,,,,,
16,11449,,213.7818145751953,,,,,
16,11499,,190.17481994628906,,,,,
16,11525,,,724.5970458984375,660653248.0,976.9878540039062,0.041528936475515366,520.2410278320312
16,11525,211.63815307617188,,,,,,
17,11549,,202.0950469970703,,,,,
17,11599,,192.8897247314453,,,,,
17,11649,,203.9608154296875,,,,,
17,11699,,206.47265625,,,,,
17,11749,,200.5752410888672,,,,,
17,11799,,213.8686981201172,,,,,
17,11849,,203.1103515625,,,,,
17,11899,,188.5821990966797,,,,,
17,11949,,201.9264373779297,,,,,
17,11999,,211.1248321533203,,,,,
17,12049,,199.86151123046875,,,,,
17,12099,,208.22454833984375,,,,,
17,12149,,194.320556640625,,,,,
17,12199,,203.61138916015625,,,,,
17,12203,,,692.3128662109375,657660800.0,940.6633911132812,0.039574071764945984,496.0943908691406
17,12203,206.2910919189453,,,,,,
18,12249,,194.6725616455078,,,,,
18,12299,,193.8486785888672,,,,,
18,12349,,198.9409637451172,,,,,
18,12399,,190.1949462890625,,,,,
18,12449,,199.763671875,,,,,
18,12499,,185.8956298828125,,,,,
18,12549,,201.05052185058594,,,,,
18,12599,,207.136962890625,,,,,
18,12649,,197.24229431152344,,,,,
18,12699,,189.58741760253906,,,,,
18,12749,,217.99847412109375,,,,,
18,12799,,219.16436767578125,,,,,
18,12849,,205.9126739501953,,,,,
18,12881,,,689.538818359375,662730496.0,946.26171875,0.03942098096013069,500.90130615234375
18,12881,200.50115966796875,,,,,,
19,12899,,193.0857391357422,,,,,
19,12949,,197.5458984375,,,,,
19,12999,,183.20703125,,,,,
19,13049,,203.4915313720703,,,,,
19,13099,,206.7795867919922,,,,,
19,13149,,197.62452697753906,,,,,
19,13199,,189.34901428222656,,,,,
19,13249,,202.9796142578125,,,,,
19,13299,,191.1419677734375,,,,,
19,13349,,192.4454345703125,,,,,
19,13399,,200.9549560546875,,,,,
19,13449,,165.5363311767578,,,,,
19,13499,,174.8907470703125,,,,,
19,13549,,206.4805908203125,,,,,
19,13559,,,682.1569213867188,661078272.0,939.6211547851562,0.03903956338763237,499.4831237792969
19,13559,195.4676513671875,,,,,,
