epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,1165.9404296875,,,,,
0,99,,1172.8388671875,,,,,
0,149,,1214.0089111328125,,,,,
0,199,,1087.9205322265625,,,,,
0,249,,1057.93994140625,,,,,
0,299,,667.2730712890625,,,,,
0,349,,628.248046875,,,,,
0,399,,565.9677734375,,,,,
0,449,,591.963623046875,,,,,
0,499,,581.9954223632812,,,,,
0,549,,583.4965209960938,,,,,
0,599,,552.9413452148438,,,,,
0,649,,617.3013305664062,,,,,
0,677,,,871.14990234375,652644480.0,1121.8546142578125,0.05129218474030495,543.38720703125
0,677,823.134765625,,,,,,
1,699,,548.6452026367188,,,,,
1,749,,544.2885131835938,,,,,
1,799,,452.67529296875,,,,,
1,849,,489.3746643066406,,,,,
1,899,,499.292724609375,,,,,
1,949,,434.6195373535156,,,,,
1,999,,488.8839416503906,,,,,
1,1049,,502.7576904296875,,,,,
1,1099,,474.9344177246094,,,,,
1,1149,,445.6129455566406,,,,,
1,1199,,484.856201171875,,,,,
1,1249,,512.1380615234375,,,,,
1,1299,,440.28955078125,,,,,
1,1349,,471.2607421875,,,,,
1,1355,,,787.2254028320312,656877888.0,1048.60986328125,0.04591817781329155,497.8406066894531
1,1355,488.774658203125,,,,,,
2,1399,,589.8179321289062,,,,,
2,1449,,566.9476928710938,,,,,
2,1499,,449.3718566894531,,,,,
2,1549,,498.4606018066406,,,,,
2,1599,,442.3252868652344,,,,,
2,1649,,431.7034606933594,,,,,
2,1699,,457.984375,,,,,
2,1749,,402.7497253417969,,,,,
2,1799,,506.4544982910156,,,,,
2,1849,,482.2190856933594,,,,,
2,1899,,383.9056091308594,,,,,
2,1949,,415.1640930175781,,,,,
2,1999,,456.4710998535156,,,,,
2,2033,,,767.6280517578125,654553088.0,1002.7242431640625,0.044655244797468185,481.239990234375
2,2033,492.1256408691406,,,,,,
3,2049,,424.4647521972656,,,,,
3,2099,,465.4170837402344,,,,,
3,2149,,378.12841796875,,,,,
3,2199,,441.9915771484375,,,,,
3,2249,,397.8565673828125,,,,,
3,2299,,390.0443115234375,,,,,
3,2349,,409.2633972167969,,,,,
3,2399,,492.376708984375,,,,,
3,2449,,405.8090515136719,,,,,
3,2499,,354.0657958984375,,,,,
3,2549,,451.8392639160156,,,,,
3,2599,,445.943359375,,,,,
3,2649,,354.3057861328125,,,,,
3,2699,,380.7109069824219,,,,,
3,2711,,,769.1316528320312,651231488.0,1018.9199829101562,0.044751718640327454,480.55755615234375
3,2711,426.9688415527344,,,,,,
4,2749,,425.5095520019531,,,,,
4,2799,,413.3238220214844,,,,,
4,2849,,376.8321838378906,,,,,
4,2899,,413.5790710449219,,,,,
4,2949,,428.2304382324219,,,,,
4,2999,,363.68505859375,,,,,
4,3049,,1329.6400146484375,,,,,
4,3099,,1050.5841064453125,,,,,
4,3149,,1102.4434814453125,,,,,
4,3199,,889.2761840820312,,,,,
4,3249,,913.1875,,,,,
4,3299,,740.4082641601562,,,,,
4,3349,,782.3140258789062,,,,,
4,3389,,,1112.97705078125,655235200.0,1441.007568359375,0.06392449885606766,700.04052734375
4,3389,676.5418701171875,,,,,,
