epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
11,7499,,299.4656066894531,,,,,
11,7549,,297.9464111328125,,,,,
11,7599,,312.4140319824219,,,,,
11,7649,,306.8110656738281,,,,,
11,7699,,323.2737731933594,,,,,
11,7749,,266.0037841796875,,,,,
11,7799,,302.0055236816406,,,,,
11,7849,,288.6462707519531,,,,,
11,7899,,316.1156005859375,,,,,
11,7949,,268.7889404296875,,,,,
11,7999,,319.841064453125,,,,,
11,8049,,271.0931701660156,,,,,
11,8099,,281.8887023925781,,,,,
11,8135,,,645.3289184570312,666690112.0,887.65771484375,0.03677297383546829,423.56988525390625
11,8135,294.4114074707031,,,,,,
12,8149,,279.0509948730469,,,,,
12,8199,,328.0206604003906,,,,,
12,8249,,264.4471740722656,,,,,
12,8299,,286.0093688964844,,,,,
12,8349,,247.4898681640625,,,,,
12,8399,,251.462158203125,,,,,
12,8449,,296.06494140625,,,,,
12,8499,,273.2012939453125,,,,,
12,8549,,280.7264709472656,,,,,
12,8599,,241.96942138671875,,,,,
12,8649,,243.6503448486328,,,,,
12,8699,,242.3175811767578,,,,,
12,8749,,282.0618591308594,,,,,
12,8799,,261.3155212402344,,,,,
12,8813,,,724.9029541015625,657980864.0,968.7258911132812,0.04102111607789993,488.7807312011719
12,8813,270.37127685546875,,,,,,
13,8849,,267.5633239746094,,,,,
13,8899,,258.1848449707031,,,,,
13,8949,,258.8098449707031,,,,,
13,8999,,331.7436218261719,,,,,
13,9049,,278.9137878417969,,,,,
13,9099,,250.0224151611328,,,,,
13,9149,,254.2341766357422,,,,,
13,9199,,253.0880889892578,,,,,
13,9249,,292.6499938964844,,,,,
13,9299,,274.5494079589844,,,,,
13,9349,,251.31651306152344,,,,,
13,9399,,265.9609375,,,,,
13,9449,,264.5465393066406,,,,,
13,9491,,,715.3411254882812,661902976.0,964.2890014648438,0.0401080921292305,492.2673645019531
13,9491,263.68011474609375,,,,,,
14,9499,,273.9908142089844,,,,,
14,9549,,250.23377990722656,,,,,
14,9599,,265.0870361328125,,,,,
14,9649,,232.9992218017578,,,,,
14,9699,,270.1346435546875,,,,,
14,9749,,282.4071044921875,,,,,
14,9799,,261.2803039550781,,,,,
14,9849,,240.34828186035156,,,,,
14,9899,,271.62646484375,,,,,
14,9949,,238.7993927001953,,,,,
14,9999,,245.85107421875,,,,,
14,10049,,283.4352111816406,,,,,
14,10099,,246.71153259277344,,,,,
14,10149,,293.1611328125,,,,,
14,10169,,,701.4085083007812,664281920.0,951.2769165039062,0.04002099856734276,473.6811218261719
14,10169,258.9696350097656,,,,,,
